AP20_Rnk,PS20_Rnk,KP20_Rank,TeamID,TS20_Team,KP20_Conference,TS20_GP,STA20_W,STA20_L,STA20_Pct,STA20_Strk,STA20_Conf_W,STA20_Conf_L,STA20_Conf_Pct,STA20_Home_W,STA20_Home_L,STA20_Away_W,STA20_Away_L,STA20_Neutral_W,STA20_Neutral_L,STA20_Top25_W,STA20_Top25_L,STA20_Conf_PF,STA20_Conf_PA,STA20_Conf_PPG,STA20_Conf_PAPG,STA20_PF,STA20_PA,STA20_PPG,STA20_PAPG,TS20_FGM,TS20_FGA,TS20_FG%,TS20_3PM,TS20_3PA,TS20_3P%,TS20_FTM,TS20_FTA,TS20_FT%,KP20_Ajusted Efficiency Margin,KP20_Adjusted Offensive Efficiency,KP20_AOE Rk,KP20_Adjusted Defensive Efficiency,KP20_ADE Rk,KP20_Adjusted Tempo,KP20_AT Rk,KP20_Luck,KP20_Luck Rk,KP20_Strength of Schedule,KP20_SOS Rk,KP20_Non-Conference Strength of Schedule,KP20_NCSOS Rk,KP20_Average Opponents Offensive Efficiency,KP20_AOOE Rk,KP20_Average Opponents Defensive Efficiency,KP20_AODE Rk
22.0,22.0,14.0,130,Houston,Amer,31,23,8,0.742,W1,13,5,0.722,14,2,6,6,3,0,2,1,0,0,0.0,0.0,2241,1926,72.29032258064517,62.12903225806453,788,1868,0.422,216,641,0.337,449,615,0.73,20.39,112.7,22.0,92.3,21.0,65.7,300.0,-0.052000000000000005,308.0,6.33,68.0,2.56,88.0,104.2,99.0,97.9,38.0
,,59.0,211,Memphis,Amer,31,21,10,0.677,L1,10,8,0.556,15,3,5,6,1,1,2,3,0,0,0.0,0.0,2232,2012,72.0,64.90322580645162,775,1763,0.44,204,620,0.329,478,704,0.679,11.53,100.6,210.0,89.1,5.0,72.6,28.0,0.025,116.0,4.81,80.0,-2.18,247.0,104.5,91.0,99.7,81.0
,,39.0,148,Wichita State,Amer,31,23,8,0.742,W1,11,7,0.611,17,2,5,5,1,1,1,1,0,0,0.0,0.0,2227,1977,71.83870967741936,63.774193548387096,769,1891,0.407,244,744,0.328,445,638,0.6970000000000001,15.19,105.6,117.0,90.4,8.0,69.5,101.0,0.041,78.0,4.78,81.0,-1.25,223.0,103.7,109.0,98.9,66.0
,,88.0,170,SMU,Amer,30,19,11,0.633,L3,9,9,0.5,15,2,4,9,0,0,2,0,0,0,0.0,0.0,2188,2054,72.93333333333334,68.46666666666667,770,1706,0.451,236,730,0.32299999999999995,412,541,0.762,8.62,112.4,28.0,103.8,202.0,64.8,331.0,0.004,173.0,2.6,107.0,-4.81,317.0,102.2,169.0,99.6,80.0
,,44.0,166,Cincinnati,Amer,30,20,10,0.667,W2,13,5,0.722,13,2,5,6,2,2,2,3,0,0,0.0,0.0,2182,2014,72.73333333333333,67.13333333333334,763,1713,0.445,197,618,0.319,459,678,0.677,14.02,108.8,59.0,94.7,51.0,68.0,199.0,-0.013,220.0,6.52,65.0,3.6,64.0,104.4,94.0,97.9,39.0
,,115.0,302,Temple,Amer,31,14,17,0.452,L5,6,12,0.333,8,7,4,8,2,2,1,2,0,0,0.0,0.0,2117,2104,68.29032258064517,67.87096774193549,744,1843,0.404,208,645,0.322,421,613,0.687,5.49,100.1,217.0,94.6,47.0,70.3,73.0,-0.052000000000000005,307.0,6.19,71.0,2.93,73.0,104.8,86.0,98.6,56.0
,,217.0,244,East Carolina,Amer,31,11,20,0.355,L3,5,13,0.278,9,7,1,11,1,2,0,2,0,0,0.0,0.0,2111,2238,68.09677419354838,72.19354838709677,741,1759,0.421,162,577,0.281,467,647,0.722,-4.42,99.6,227.0,104.0,213.0,70.6,62.0,-0.01,210.0,1.25,122.0,-9.14,350.0,101.5,215.0,100.3,91.0
,,80.0,210,Tulsa,Amer,31,21,10,0.677,L1,13,5,0.722,15,2,6,7,0,1,2,1,0,0,0.0,0.0,2103,1969,67.83870967741936,63.516129032258064,728,1653,0.44,182,566,0.322,465,657,0.708,9.65,103.2,168.0,93.6,34.0,65.8,297.0,0.076,19.0,3.19,98.0,-4.68,315.0,103.5,116.0,100.3,89.0
,,117.0,296,UCF,Amer,30,16,14,0.5329999999999999,W2,7,11,0.389,10,6,4,7,2,1,0,0,0,0,0.0,0.0,2067,2037,68.9,67.9,739,1713,0.431,213,659,0.32299999999999995,376,529,0.711,4.88,103.5,162.0,98.6,98.0,67.8,208.0,0.002,179.0,3.18,99.0,-3.56,286.0,103.3,118.0,100.1,87.0
,,185.0,284,Tulane,Amer,30,12,18,0.4,L3,4,14,0.222,7,7,3,7,2,4,0,2,0,0,0.0,0.0,2050,2128,68.33333333333333,70.93333333333334,702,1709,0.411,230,689,0.334,416,584,0.7120000000000001,-1.15,101.9,192.0,103.1,191.0,68.7,154.0,-0.014,225.0,3.24,96.0,-5.36,325.0,102.8,137.0,99.6,79.0
,,125.0,319,South Florida,Amer,31,14,17,0.452,W1,7,11,0.389,10,7,3,6,1,4,0,4,0,0,0.0,0.0,1943,1944,62.67741935483871,62.70967741935484,672,1654,0.406,196,635,0.309,403,620,0.65,4.29,100.2,214.0,95.9,63.0,64.9,324.0,-0.047,297.0,4.52,85.0,-2.74,263.0,103.4,117.0,98.9,65.0
3.0,3.0,4.0,26,Dayton,A10,31,29,2,0.935,W20,18,0,1.0,17,0,9,0,3,2,0,1,0,0,0.0,0.0,2480,2000,80.0,64.51612903225806,905,1725,0.525,249,672,0.371,421,585,0.72,24.93,119.1,2.0,94.1,38.0,67.6,220.0,0.002,180.0,2.74,105.0,-0.74,203.0,104.1,103.0,101.3,105.0
,,46.0,106,Richmond,A10,31,24,7,0.774,W4,14,4,0.778,14,2,9,3,1,2,0,2,0,0,0.0,0.0,2335,2070,75.3225806451613,66.7741935483871,847,1818,0.466,249,688,0.362,392,505,0.7759999999999999,13.87,109.2,53.0,95.3,54.0,69.3,124.0,0.044,69.0,1.86,115.0,-0.95,211.0,104.2,98.0,102.4,142.0
,,62.0,186,Saint Louis,A10,31,23,8,0.742,W5,12,6,0.667,15,3,6,4,2,1,0,4,0,0,0.0,0.0,2223,2020,71.70967741935483,65.16129032258064,819,1804,0.454,166,488,0.34,419,723,0.58,11.41,105.8,111.0,94.4,44.0,67.6,219.0,0.026,111.0,1.83,116.0,-1.72,236.0,103.1,125.0,101.2,101.0
,,260.0,223,Saint Joseph's,A10,32,6,26,0.188,L3,2,16,0.111,4,10,2,12,0,4,0,2,0,0,0.0,0.0,2208,2543,69.0,79.46875,761,1943,0.392,287,965,0.297,399,566,0.705,-8.34,101.9,193.0,110.2,315.0,71.2,47.0,0.009000000000000001,162.0,5.48,76.0,4.7,45.0,105.0,84.0,99.5,75.0
,,65.0,227,Rhode Island,A10,30,21,9,0.7,W1,13,5,0.722,12,3,8,5,1,1,0,3,0,0,0.0,0.0,2200,2066,73.33333333333333,68.86666666666666,783,1852,0.423,170,539,0.315,464,686,0.6759999999999999,11.06,105.2,126.0,94.2,39.0,71.2,46.0,0.068,32.0,4.64,83.0,4.07,57.0,105.0,79.0,100.4,92.0
,,73.0,187,VCU,A10,31,18,13,0.581,L2,8,10,0.444,14,4,4,7,0,2,1,3,0,0,0.0,0.0,2193,2020,70.74193548387096,65.16129032258064,775,1792,0.4320000000000001,231,667,0.34600000000000003,412,592,0.696,10.29,104.7,138.0,94.4,45.0,69.0,134.0,-0.064,320.0,3.55,94.0,-1.01,213.0,104.2,102.0,100.6,94.0
,,70.0,280,Davidson,A10,30,16,14,0.5329999999999999,W1,10,8,0.556,11,1,4,9,1,4,0,2,0,0,0.0,0.0,2182,2025,72.73333333333333,67.5,755,1666,0.453,272,742,0.3670000000000001,400,525,0.762,10.62,112.5,26.0,101.9,163.0,64.8,330.0,-0.094,339.0,3.66,93.0,2.91,74.0,103.1,122.0,99.5,74.0
,,174.0,236,George Mason,A10,32,17,15,0.531,W2,5,13,0.278,10,7,3,8,4,0,0,2,0,0,0.0,0.0,2148,2168,67.125,67.75,765,1805,0.424,189,622,0.304,429,621,0.691,-0.04,101.3,197.0,101.3,153.0,67.0,246.0,0.056,44.0,0.32,138.0,-6.46,341.0,102.4,160.0,102.0,125.0
,,95.0,262,Duquesne,A10,30,21,9,0.7,L1,11,7,0.611,10,4,6,3,5,2,0,2,0,0,0.0,0.0,2146,1993,71.53333333333333,66.43333333333334,758,1711,0.443,235,738,0.318,395,562,0.703,7.58,106.6,94.0,99.0,104.0,67.8,211.0,0.049,54.0,0.52,133.0,-5.04,320.0,102.8,138.0,102.3,137.0
,,123.0,261,St. Bonaventure,A10,31,19,12,0.613,L1,11,7,0.611,9,5,7,7,3,0,0,1,0,0,0.0,0.0,2143,2073,69.12903225806451,66.87096774193549,787,1805,0.436,210,611,0.344,359,488,0.736,4.37,106.6,95.0,102.2,174.0,65.7,301.0,0.052000000000000005,49.0,1.24,123.0,-0.71,200.0,102.6,147.0,101.3,104.0
,,165.0,231,UMass,A10,31,14,17,0.452,L1,8,10,0.444,11,5,3,9,0,3,0,3,0,0,0.0,0.0,2124,2207,68.51612903225806,71.19354838709677,758,1781,0.426,235,715,0.329,373,532,0.701,0.43,102.9,174.0,102.5,185.0,68.6,161.0,0.012,153.0,4.2,90.0,1.15,141.0,103.6,111.0,99.4,73.0
,,241.0,282,George Washington,A10,32,12,20,0.375,L6,6,12,0.333,7,9,3,9,2,2,0,1,0,0,0.0,0.0,2086,2243,65.1875,70.09375,728,1726,0.422,235,733,0.321,395,566,0.698,-6.54,99.2,236.0,105.8,253.0,66.6,264.0,0.02,133.0,0.31,139.0,-6.19,339.0,101.8,197.0,101.5,107.0
,,181.0,297,La Salle,A10,30,15,15,0.5,W1,6,12,0.333,8,7,4,8,3,0,0,2,0,0,0.0,0.0,2040,2098,68.0,69.93333333333334,711,1718,0.414,240,714,0.336,378,568,0.665,-0.81,99.6,226.0,100.4,129.0,69.1,131.0,0.057,43.0,1.36,121.0,-3.54,284.0,102.8,136.0,101.5,109.0
,,245.0,338,Fordham,A10,31,9,22,0.29,W1,2,16,0.111,6,12,1,8,2,2,0,1,0,0,0.0,0.0,1816,1913,58.58064516129032,61.70967741935484,646,1683,0.384,223,702,0.318,301,455,0.662,-6.79,89.1,347.0,95.9,64.0,64.8,328.0,-0.1,340.0,-2.59,219.0,-13.52,353.0,101.2,225.0,103.8,208.0
11.0,11.0,5.0,27,Duke,ACC,31,25,6,0.8059999999999999,W2,15,5,0.75,15,2,7,4,3,0,3,1,0,0,0.0,0.0,2558,2107,82.51612903225806,67.96774193548387,920,1957,0.47,217,617,0.35200000000000004,501,696,0.72,24.62,115.7,9.0,91.1,12.0,72.0,34.0,-0.009000000000000001,209.0,7.28,54.0,2.6,85.0,106.0,53.0,98.7,58.0
,,50.0,104,NC State,ACC,32,20,12,0.625,W2,10,10,0.5,14,4,5,7,1,1,1,5,0,0,0.0,0.0,2388,2231,74.625,69.71875,885,1958,0.452,222,697,0.319,396,558,0.71,13.39,110.7,42.0,97.3,79.0,69.5,103.0,-0.02,236.0,7.04,59.0,-2.93,271.0,105.4,73.0,98.3,50.0
,,84.0,281,North Carolina,ACC,33,14,19,0.424,L1,6,14,0.3,7,8,3,9,4,2,1,7,0,0,0.0,0.0,2383,2403,72.21212121212122,72.81818181818181,865,2058,0.42,181,595,0.304,470,689,0.682,9.36,107.7,77.0,98.4,94.0,70.4,67.0,-0.05,304.0,10.39,24.0,7.39,21.0,107.9,17.0,97.5,33.0
,,51.0,155,Syracuse,ACC,32,18,14,0.563,W1,10,10,0.5,11,7,6,5,1,2,1,4,0,0,0.0,0.0,2378,2216,74.3125,69.25,813,1865,0.436,259,786,0.33,493,666,0.74,13.28,112.8,21.0,99.6,116.0,68.3,179.0,-0.06,315.0,6.7,61.0,-1.28,224.0,105.6,65.0,98.9,64.0
,,57.0,196,Notre Dame,ACC,32,20,12,0.625,W2,10,10,0.5,15,4,4,7,1,1,0,6,0,0,0.0,0.0,2376,2197,74.25,68.65625,850,1993,0.426,310,899,0.345,366,498,0.735,12.09,110.7,41.0,98.6,100.0,68.1,190.0,-0.021,239.0,5.02,78.0,-8.69,348.0,104.9,85.0,99.9,84.0
4.0,4.0,15.0,193,Florida State,ACC,31,26,5,0.8390000000000001,W2,16,4,0.8,16,0,7,5,3,0,4,1,0,0,0.0,0.0,2336,2037,75.35483870967742,65.70967741935483,844,1848,0.457,230,655,0.35100000000000003,418,557,0.75,20.22,111.7,32.0,91.5,15.0,69.9,89.0,0.065,37.0,7.96,48.0,1.22,140.0,106.3,44.0,98.4,53.0
14.0,14.0,9.0,134,Louisville,ACC,31,24,7,0.774,L1,15,5,0.75,17,1,6,5,1,1,2,4,0,0,0.0,0.0,2296,1974,74.06451612903227,63.67741935483871,810,1787,0.453,255,679,0.376,421,576,0.731,21.36,114.5,12.0,93.1,30.0,67.1,242.0,-0.003,193.0,7.1,58.0,-1.09,216.0,105.3,75.0,98.2,48.0
,,103.0,247,Wake Forest,ACC,31,13,18,0.419,L3,6,14,0.3,9,5,1,11,3,2,2,4,0,0,0.0,0.0,2276,2321,73.41935483870971,74.87096774193549,765,1769,0.4320000000000001,204,582,0.35100000000000003,542,726,0.747,6.7,108.7,61.0,102.0,166.0,70.1,79.0,-0.034,271.0,8.52,38.0,0.91,153.0,106.0,55.0,97.4,31.0
,,104.0,256,Miami,ACC,31,15,16,0.484,L1,7,13,0.35,9,5,4,8,2,3,0,7,0,0,0.0,0.0,2207,2270,71.19354838709677,73.2258064516129,796,1855,0.429,219,690,0.317,396,522,0.759,6.39,107.7,79.0,101.3,149.0,68.3,180.0,0.034,92.0,9.57,33.0,1.07,145.0,106.3,43.0,96.8,16.0
,,105.0,182,Virginia Tech,ACC,32,16,16,0.5,L2,7,13,0.35,12,6,3,7,1,3,1,5,0,0,0.0,0.0,2194,2128,68.5625,66.5,787,1877,0.419,315,896,0.35200000000000004,305,429,0.711,6.33,104.3,147.0,98.0,82.0,65.5,309.0,-0.04,283.0,6.34,67.0,-9.83,351.0,105.3,74.0,99.0,68.0
,,111.0,274,Pittsburgh,ACC,33,16,17,0.485,L1,6,14,0.3,11,7,2,9,3,1,0,4,0,0,0.0,0.0,2152,2169,65.21212121212122,65.72727272727273,755,1867,0.404,175,592,0.29600000000000004,467,655,0.713,5.65,104.0,154.0,98.3,91.0,65.5,308.0,0.001,182.0,7.32,53.0,-4.01,300.0,105.4,71.0,98.1,44.0
,,64.0,263,Georgia Tech,ACC,31,17,14,0.5479999999999999,W4,11,9,0.55,10,6,5,7,2,1,1,4,0,0,0.0,0.0,2126,2059,68.58064516129032,66.41935483870968,781,1727,0.452,161,516,0.312,403,595,0.677,11.26,103.1,171.0,91.8,16.0,70.0,88.0,-0.006,200.0,9.42,34.0,4.04,58.0,107.0,31.0,97.6,34.0
,,179.0,305,Boston College,ACC,32,13,19,0.406,L6,7,13,0.35,8,10,4,8,1,1,1,4,0,0,0.0,0.0,2067,2260,64.59375,70.625,742,1844,0.402,230,747,0.308,353,536,0.659,-0.68,99.6,228.0,100.3,128.0,69.3,120.0,0.065,38.0,8.02,47.0,-1.74,237.0,106.0,56.0,97.9,40.0
,,72.0,299,Clemson,ACC,31,16,15,0.516,W1,9,11,0.45,11,6,3,8,2,1,3,3,0,0,0.0,0.0,2062,1988,66.51612903225806,64.12903225806451,735,1717,0.428,251,797,0.315,341,497,0.6859999999999999,10.42,103.9,155.0,93.5,33.0,66.0,290.0,-0.043,289.0,8.15,44.0,-1.7,235.0,106.3,45.0,98.1,46.0
16.0,16.0,42.0,349,Virginia,ACC,30,23,7,0.767,W8,15,5,0.75,14,3,7,4,2,0,4,2,0,0,0.0,0.0,1711,1571,57.03333333333333,52.36666666666667,626,1515,0.413,170,560,0.304,289,403,0.7170000000000001,14.22,99.3,234.0,85.1,1.0,59.4,353.0,0.109,6.0,6.93,60.0,-3.7,292.0,105.6,63.0,98.7,57.0
,,166.0,11,North Florida,ASun,33,21,12,0.636,L1,13,3,0.813,13,2,7,9,1,1,0,3,0,0,0.0,0.0,2583,2416,78.27272727272727,73.21212121212122,889,1974,0.45,391,1031,0.379,414,543,0.762,0.37,112.0,31.0,111.6,324.0,69.4,111.0,0.034,93.0,-4.23,245.0,6.98,22.0,99.8,277.0,104.1,228.0
,,247.0,139,Lipscomb,ASun,32,16,16,0.5,L1,9,7,0.563,9,5,7,11,0,0,0,2,0,0,0.0,0.0,2255,2261,70.46875,70.65625,834,1849,0.451,218,640,0.341,369,533,0.6920000000000001,-6.86,101.2,201.0,108.0,292.0,68.7,153.0,0.053,48.0,-3.92,240.0,2.56,87.0,99.9,270.0,103.8,213.0
,,79.0,198,Liberty,ASun,33,30,4,0.882,W3,13,3,0.813,17,0,7,4,6,0,0,0,0,0,0.0,0.0,2332,1830,68.58823529411765,53.82352941176471,807,1704,0.474,254,699,0.363,384,539,0.7120000000000001,9.68,106.1,107.0,96.4,69.0,61.5,352.0,0.023,119.0,-9.0,345.0,-5.13,322.0,98.3,331.0,107.3,347.0
,,240.0,177,Jacksonville,ASun,32,14,18,0.438,L1,7,9,0.438,6,7,7,9,1,2,0,1,0,0,0.0,0.0,2139,2133,66.84375,66.65625,778,1813,0.429,205,643,0.319,378,564,0.67,-6.52,96.0,290.0,102.5,183.0,66.6,262.0,-0.07200000000000001,322.0,-5.52,285.0,-2.41,253.0,99.7,282.0,105.2,280.0
,,288.0,207,Stetson,ASun,33,16,17,0.485,L1,9,7,0.563,8,7,7,9,1,1,0,1,0,0,0.0,0.0,2103,2167,63.72727272727273,65.66666666666667,747,1679,0.445,180,545,0.33,429,644,0.6659999999999999,-10.22,98.1,255.0,108.3,299.0,63.2,344.0,0.083,14.0,-5.43,279.0,-2.55,257.0,99.4,299.0,104.8,262.0
,,284.0,202,North Alabama,ASun,30,13,17,0.433,L1,8,8,0.5,9,4,4,13,0,0,0,1,0,0,0.0,0.0,2062,2092,68.73333333333333,69.73333333333333,709,1666,0.426,208,612,0.34,436,633,0.6890000000000001,-9.57,96.0,289.0,105.6,248.0,70.1,83.0,-0.011,216.0,-5.38,275.0,0.59,161.0,99.5,296.0,104.9,266.0
,,310.0,245,Florida Gulf Coast,ASun,32,10,22,0.313,L2,7,9,0.438,6,10,4,12,0,0,0,1,0,0,0.0,0.0,1979,2122,61.84375,66.3125,731,1782,0.41,233,741,0.314,284,412,0.6890000000000001,-12.02,91.2,340.0,103.3,194.0,66.1,286.0,-0.032,266.0,-3.89,238.0,1.03,147.0,100.2,256.0,104.1,225.0
,,296.0,303,NJIT,ASun,30,9,21,0.3,L1,6,10,0.375,5,7,4,14,0,0,0,0,0,0,0.0,0.0,1904,2030,63.46666666666667,67.66666666666667,688,1709,0.403,172,569,0.302,356,523,0.6809999999999999,-11.07,94.7,307.0,105.8,255.0,66.9,249.0,-0.079,329.0,-4.0,242.0,0.65,158.0,100.5,249.0,104.5,252.0
,,352.0,337,Kennesaw State,ASun,29,1,28,0.034,L20,0,16,0.0,1,10,0,16,0,2,0,1,0,0,0.0,0.0,1602,2181,55.24137931034482,75.20689655172414,560,1580,0.354,121,488,0.248,361,513,0.7040000000000001,-28.71,83.5,351.0,112.2,329.0,68.2,186.0,-0.042,287.0,-1.74,195.0,4.1,56.0,102.0,187.0,103.7,204.0
1.0,1.0,1.0,169,Kansas,B12,31,28,3,0.903,W16,17,1,0.944,14,1,10,0,4,2,4,3,0,0,0.0,0.0,2312,1882,74.58064516129029,60.70967741935484,851,1758,0.484,199,578,0.344,411,616,0.667,30.23,115.8,8.0,85.5,2.0,67.3,233.0,0.04,79.0,12.66,2.0,9.58,10.0,107.4,26.0,94.7,1.0
,,89.0,180,Iowa State,B12,32,12,20,0.375,L4,5,13,0.278,11,6,0,11,1,3,1,8,0,0,0.0,0.0,2304,2335,72.0,72.96875,836,1905,0.439,227,718,0.316,405,543,0.746,8.35,109.6,48.0,101.2,147.0,69.9,90.0,-0.092,337.0,11.89,9.0,2.61,84.0,107.0,30.0,95.2,2.0
,,21.0,242,Texas Tech,B12,31,18,13,0.581,L4,9,9,0.5,13,4,3,7,2,2,2,6,0,0,0.0,0.0,2230,1969,71.93548387096773,63.516129032258064,779,1724,0.452,224,631,0.355,448,594,0.754,19.28,109.8,47.0,90.5,9.0,67.3,236.0,-0.113,346.0,8.74,37.0,-3.87,296.0,106.0,51.0,97.3,24.0
24.0,24.0,10.0,232,West Virginia,B12,31,21,10,0.677,W2,9,9,0.5,14,2,3,8,4,0,3,3,0,0,0.0,0.0,2179,1935,70.29032258064517,62.41935483870968,774,1833,0.422,155,542,0.28600000000000003,476,742,0.642,21.26,108.3,67.0,87.1,3.0,69.4,112.0,-0.028,260.0,11.28,15.0,5.8,32.0,107.2,27.0,95.9,8.0
,,36.0,251,Oklahoma,B12,31,19,12,0.613,W1,9,9,0.5,12,3,4,8,3,1,3,4,0,0,0.0,0.0,2177,2089,70.2258064516129,67.38709677419354,760,1808,0.42,224,704,0.318,433,565,0.7659999999999999,15.7,108.8,58.0,93.1,29.0,69.6,98.0,0.031,103.0,12.22,5.0,5.86,30.0,107.5,24.0,95.3,3.0
,,53.0,313,Oklahoma State,B12,32,18,14,0.563,W4,7,11,0.389,10,6,5,7,3,1,1,7,0,0,0.0,0.0,2163,2115,67.59375,66.09375,757,1783,0.425,189,600,0.315,460,627,0.7340000000000001,12.73,107.2,84.0,94.5,46.0,68.4,173.0,0.034,96.0,11.31,14.0,4.17,53.0,107.1,28.0,95.8,5.0
5.0,5.0,3.0,298,Baylor,B12,30,26,4,0.867,L1,15,3,0.833,14,1,9,2,3,1,6,1,0,0,0.0,0.0,2134,1804,71.13333333333334,60.13333333333333,763,1778,0.429,230,656,0.35100000000000003,378,548,0.69,25.49,113.5,17.0,88.1,4.0,66.2,277.0,0.016,144.0,10.2,27.0,1.38,132.0,106.4,39.0,96.2,11.0
,,86.0,291,TCU,B12,32,16,16,0.5,L3,7,11,0.389,14,5,1,9,1,2,3,5,0,0,0.0,0.0,2093,2079,65.40625,64.96875,758,1798,0.422,274,779,0.35200000000000004,303,476,0.637,9.31,105.5,119.0,96.1,66.0,65.1,318.0,-0.005,199.0,9.71,32.0,-1.05,214.0,105.6,64.0,95.9,6.0
,,90.0,323,Kansas State,B12,32,11,21,0.344,W2,3,15,0.16699999999999998,9,7,1,10,1,4,1,6,0,0,0.0,0.0,2054,2079,64.1875,64.96875,721,1742,0.414,213,681,0.313,399,604,0.6609999999999999,8.25,102.5,177.0,94.2,40.0,67.2,239.0,-0.129,348.0,10.83,19.0,1.48,127.0,106.4,40.0,95.5,4.0
,,61.0,320,Texas,B12,31,19,12,0.613,L1,9,9,0.5,11,6,6,5,2,1,3,5,0,0,0.0,0.0,1989,1962,64.16129032258064,63.29032258064516,740,1730,0.428,248,742,0.334,261,381,0.685,11.46,104.1,153.0,92.6,24.0,65.9,292.0,0.08900000000000001,12.0,10.04,29.0,-0.3,187.0,106.9,35.0,96.8,17.0
